County,current,Predicted,change
pa.union,16.055119,27.425198,-11.370079
pa.luzerne,9.801123,14.968725,-5.1676025
pa.lehigh,7.231775,11.053293,-3.8215184
pa.northumberland,19.300577,25.50289,-6.2023125
pa.montgomery,7.8806934,11.389069,-3.5083752
pa.lackawanna,5.593297,6.477355,-0.884058
az.pinal,0,0,0
ne.jefferson,28.058823,48.764706,-20.705883
in.clark,14.708145,19.920815,-5.2126694
pa.cumberland,10.708207,17.702127,-6.9939203
pa.delaware,16.72,22.289286,-5.5692863
in.pulaski,23.96,38.96,-15
pa.berks,13.755413,17.52927,-3.773857
pa.bradford,6.7294116,9.688235,-2.9588237
ma.nantucket,26,35.94737,-9.947369
ga.berrien,13,13.920635,-0.9206352
in.washington,41.72,64.76,-23.04
oh.pike,44.04,66.44,-22.400002
ga.rabun,14.96,17.1,-2.1400003
ga.early,29.08,30.6,-1.5200005
ga.polk,109.32,125.88,-16.559998
me.york,9.996598,13.452381,-3.455783
sd.yankton,8.880165,12.570248,-3.6900826
az.navajo,0,0,0
sd.lawrence,34.469696,48.772728,-14.303032
sd.union,36.18421,44.81579,-8.631577
in.jennings,76.47059,130.17647,-53.70588
sd.pennington,19.062868,25.730844,-6.6679764
va.petersburg,0,0,0
oh.williams,13.382113,21.95122,-8.569106
mn.pope,18.264706,31.529411,-13.264706
me.somerset,10.7,16.14,-5.4399996
sd.minnehaha,19.01016,25.672312,-6.6621513
or.douglas,8.170213,13.191489,-5.0212765
id.teton,47.384617,63.384617,-16
ny.chemung,7.6326966,9.426751,-1.7940545
id.gooding,59.055557,74.94444,-15.8888855
id.gem,75.3125,122.5625,-47.25
id.franklin,40.35,52.3,-11.950001
va.martinsville,0,0,0
va.york,7.158621,9.082759,-1.9241381
ny.delaware,7.119403,10.731343,-3.6119404
va.fairfax,18.925213,22.610577,-3.6853638
va.essex,4,4.552239,-0.55223894
va.nottoway,6.479675,8.02439,-1.5447154
tn.hardeman,96.8,102.68,-5.8799973
va.staunton,0,0,0
sc.florence,7.7137055,8.42132,-0.7076144
sc.williamsburg,70.84,75.68,-4.840004
sc.barnwell,20.09434,21.283018,-1.1886787
sc.dorchester,62.64423,68.86539,-6.221157
sc.greenville,15.565909,18.373863,-2.8079538
sc.cherokee,19.232,22.336,-3.104
sc.greenwood,8.4675,9.1725,-0.7049999
wi.rusk,41,70.04,-29.04
sc.chesterfield,32.57627,34.16949,-1.5932198
wi.clark,54.408165,79.4898,-25.081635
wi.chippewa,24.738533,38.449543,-13.71101
tx.camp,19.76,20.88,-1.1199989
tx.milam,20.457144,22.342857,-1.8857136
ky.breathitt,7.8545456,12.890909,-5.0363636
il.bureau,25.819149,37.776596,-11.957447
ky.breckinridge,19.92,28.52,-8.6
ky.logan,18.36,23.053333,-4.6933327
ky.campbell,20.617977,32.595505,-11.977528
ky.mccracken,5.084746,8.114407,-3.0296607
il.wayne,19.581818,24.563637,-4.981819
co.chaffee,31.52,44.44,-12.919998
mo.st louis,0,0,0
ca.sierra,0.46153846,0.8717949,-0.41025642
co.kit carson,19.368422,28.473684,-9.105263
ca.inyo,5.7419353,6.354839,-0.6129036
co.larimer,17.268965,27.223448,-9.954483
ca.mendocino,13.553191,15.702127,-2.1489363
ca.el dorado,14.370833,25.870832,-11.499999
co.lincoln,12.98,62.36,-49.38
co.arapahoe,27.96954,42.557877,-14.588337
ms.harrison,4.796776,5.426022,-0.62924623
ga.lanier,16.84,17.72,-0.87999916
ga.tift,11.9668045,12.784232,-0.81742764
ga.bartow,50.235294,56.806725,-6.57143
ga.henry,38.06038,41.686794,-3.6264153
nc.martin,19.44898,21.142857,-1.6938763
co.yuma,14.5,16.071428,-1.5714283
ga.walton,23.739393,25.951515,-2.212122
la.lafayette,11.020934,14.525764,-3.5048304
la.natchitoches,10.471616,12.187773,-1.716157
la.jackson,49.76,57,-7.2400017
la.winn,11.080808,14.676767,-3.5959597
la.washington,17.48951,21.972029,-4.482519
la.pointe coupee,64.16,77.88,-13.719994
la.webster,11.551021,14.015306,-2.4642859
la.beauregard,19.3125,24.65,-5.3374996
ca.mariposa,5.029412,9.911765,-4.8823533
nc.wilkes,23.507692,29.238462,-5.73077
la.lincoln,12.327586,15.004311,-2.6767244
la.richland,26.910715,37.17857,-10.267855
ga.lumpkin,27.961538,29.76923,-1.8076916
ga.ware,11.887445,13.519481,-1.6320353
ga.randolph,14.88,15.36,-0.47999954
ga.habersham,51.24528,55.54717,-4.3018875
ga.richmond,4.390537,4.852422,-0.46188545
wi.dunn,129.76,192.72,-62.960007
co.boulder,14.670127,20.289503,-5.619376
co.la plata,18.968084,41.574467,-22.606382
ca.merced,58.17073,74.11789,-15.947159
co.archuleta,34.81818,93.09091,-58.27273
ga.dougherty,4.3269434,4.340788,-0.01384449
ga.haralson,60.56,74,-13.439999
co.alamosa,17.113636,25.636364,-8.522728
la.red river,16.513514,19.35135,-2.8378372
la.ouachita,8.486101,11.235913,-2.7498121
wi.vilas,57.6,79.64,-22.04
ia.chickasaw,52.5,80.5,-28
ia.clarke,21.6,26,-4.3999996
wi.taylor,10.610738,15.684564,-5.073826
fl.collier,18.549952,21.533777,-2.9838257
ia.poweshiek,22.040817,30.571428,-8.530611
ia.des moines,15.00939,20.73709,-5.7276993
ia.boone,37.595238,51,-13.404762
in.porter,32.56467,50.602524,-18.037853
wi.lafayette,48.68,66.56,-17.879997
wi.ashland,24.485714,34.314285,-9.828571
wi.juneau,53.1,77.325,-24.224998
ks.sherman,19.96,26.72,-6.76
ks.sheridan,6.3584905,8.490566,-2.1320758
ar.st. francis,19.33051,20.423729,-1.0932198
ar.drew,21.836735,41.02041,-19.183674
ks.hodgeman,3.9736843,6.4473686,-2.4736843
ar.union,10.692771,12.20482,-1.5120487
ar.desha,14.08,16.16,-2.08
ar.faulkner,16.093485,18.15014,-2.056656
ar.lawrence,51.28,58.56,-7.2800026
ar.columbia,18.071428,20.77143,-2.7000008
ky.cumberland,13.68,18.4,-4.7199993
ky.clay,24.693878,33.122448,-8.42857
ky.allen,34.64,36.92,-2.2799988
ky.hart,43.04,58.2,-15.16
me.penobscot,1.5485123,3.2652006,-1.7166883
me.hancock,3.0175438,5.7807016,-2.7631578
me.knox,2.1284404,3.238532,-1.1100917
mi.eaton,86.666664,139.2,-52.533333
mi.kalkaska,52.875,86.625,-33.75
mi.schoolcraft,5.4324327,7.3513513,-1.9189186
mi.ionia,198.90909,331.13635,-132.22726
mi.monroe,29.760368,50.59908,-20.83871
mi.macomb,38.19827,58.070995,-19.872726
mi.gratiot,55.25373,143.19403,-87.9403
mi.muskegon,24.588377,41.048428,-16.46005
mi.st. clair,14.625628,25.324121,-10.698493
mi.wexford,16.55102,31.755102,-15.2040825
mi.gogebic,36.88,50.44,-13.559998
mi.charlevoix,34.2,62.48,-28.279999
mi.presque isle,13.535714,25.785715,-12.250001
mn.swift,15.586957,25.065218,-9.478261
mn.todd,29,41.859154,-12.859154
mn.lake of the woods,8.466666,11.533334,-3.0666676
mn.renville,27.731707,50.219513,-22.487806
mi.jackson,23.349615,38.51157,-15.161955
mo.crawford,38.514286,50.285713,-11.771427
mo.jefferson,55.820717,77.51793,-21.697212
wi.adams,50.44,68.64,-18.2
mo.lincoln,114.4,163.8,-49.4
mo.polk,24.418604,27.488373,-3.069769
mo.carroll,20.72,31.28,-10.560001
mo.pettis,25.551723,33.531036,-7.979313
mo.harrison,26.052631,36.57895,-10.526318
mo.johnson,37.413334,47.573334,-10.16
va.hanover,5.8448977,6.957143,-1.1122451
ms.madison,42.08209,49.58209,-7.5
nc.moore,9.58871,10.252688,-0.6639786
nd.foster,20.68,32.48,-11.799999
pr.cabo rojo,15.883721,17.744186,-1.860465
nj.camden,8.061527,11.915134,-3.8536072
mt.valley,24.28,30.48,-6.199999
nj.salem,9.243243,12.77928,-3.5360365
nm.san miguel,3.137143,4.88,-1.7428572
oh.highland,22.214285,31.37143,-9.157145
oh.holmes,24.666666,32.942028,-8.275362
oh.licking,26.952862,41.329967,-14.377106
oh.logan,16.495651,27.565218,-11.069567
oh.lorain,10.003745,18.13764,-8.133895
ut.juab,22.4,29.76,-7.3600006
nm.sierra,17.32,30.44,-13.120001
nm.lea,24.890995,36.677727,-11.786732
in.hancock,55.32353,91.22059,-35.89706
nm.guadalupe,31.7,75.6,-43.899998
nm.grant,8.43662,14.0422535,-5.6056337
nm.dona ana,0,0,0
ia.mills,1.3548766,2.0611045,-0.7062279
nm.mckinley,35.649124,54.986843,-19.337719
nm.bernalillo,16.129208,26.428713,-10.299505
ut.duchesne,13.020409,22.040817,-9.020409
ut.davis,35.937153,49.96303,-14.025879
fl.holmes,64.65,75.2,-10.549995
ut.sanpete,34.860466,60.953487,-26.093021
in.steuben,77.76,115.96,-38.199997
in.laporte,11.648,16.718,-5.0700006
in.lawrence,47.56,65.02,-17.459995
in.greene,58.24,84.44,-26.2
in.gibson,98.32,142.08,-43.760002
sd.hutchinson,12.64,18.76,-6.12
sd.turner,73,90.166664,-17.166664
sd.tripp,23.12,28.24,-5.119999
sd.moody,26.222221,34.166668,-7.9444466
in.hendricks,29.400698,46.850174,-17.449476
fl.washington,27.457626,31.898306,-4.4406796
fl.gadsden,2.7629688,2.8156424,-0.05267358
sd.fall river,7.66,10.14,-2.4800005
ny.cattaraugus,8.569893,13.704301,-5.134408
ne.harlan,8.421053,12.210526,-3.7894735
pa.wayne,3.821782,7.366337,-3.5445547
pa.bucks,16.685694,26.393625,-9.7079315
pa.armstrong,14.748387,23.522581,-8.774194
pa.blair,9.361204,16.227425,-6.8662205
ne.cherry,8.76,13.4,-4.6399994
ne.york,30.18421,40.31579,-10.131578
pa.crawford,9.698962,18.910034,-9.211072
pa.columbia,10.236994,12.66474,-2.4277458
nv.churchill,26.525,47.675,-21.15
nv.douglas,64.04348,151.13043,-87.08695
nv.humboldt,7.7014923,15.671641,-7.970149
nv.nye,22.826086,33.536232,-10.710146
nv.pershing,7.8157897,13.710526,-5.894737
pa.susquehanna,7.1538463,9.076923,-1.9230771
pa.lebanon,13.458677,18.477272,-5.0185947
pa.indiana,19.085365,28.756098,-9.6707325
pa.franklin,14.524038,24.314903,-9.790865
pa.dauphin,4.764083,6.643235,-1.8791523
in.rush,33.08,49.52,-16.439999
in.clinton,95.92,138.48,-42.559998
in.vermillion,35.2,56.12,-20.919998
ga.brooks,32.04,34.88,-2.8400002
pa.mercer,7.304189,12.806922,-5.5027328
in.warren,22,33.8125,-11.8125
oh.paulding,37,58.88,-21.880001
in.sullivan,53.2,88.24,-35.039997
in.scott,61.32,95.4,-34.08
in.fulton,44.48,66.92,-22.439999
ga.peach,24.5,26.46,-1.9599991
ga.monroe,47.52,49.84,-2.3199997
sd.brown,23.215117,29.936047,-6.72093
ga.butts,49.68,52.96,-3.2799988
va.henrico,9.308438,10.875849,-1.5674105
oh.wyandot,34.48387,57.870968,-23.387096
va.bristol,0,0,0
mn.waseca,43.714287,46.857143,-3.1428566
mn.yellow medicine,14.054545,20.236364,-6.181819
mn.becker,27.770115,47.896553,-20.126438
sc.horry,20.545683,22.25657,-1.7108879
mn.washington,88.94536,133.66667,-44.721313
mn.le sueur,115.333336,184.86667,-69.53333
tn.blount,15.084968,20.311546,-5.2265787
ny.broome,7.313013,8.665885,-1.3528719
me.oxford,7.72,13.04,-5.32
ok.murray,32.32,44.16,-11.84
tn.roane,32.2,41.72222,-9.522221
va.chesapeake,0,0,0
id.power,51.5,56.8,-5.299999
va.albemarle,7.7298245,7.9473686,-0.21754408
va.alexandria,0,0,0
id.canyon,58.5,76.91391,-18.41391
ny.cortland,8.240741,10.549383,-2.3086424
va.pulaski,7.133333,12.066667,-4.9333334
va.norfolk,0,0,0
va.warren,17,20.6,-3.6000004
va.newport news,0,0,0
id.madison,69.927536,81.565216,-11.63768
ok.blaine,11.857142,16.357143,-4.500001
va.salem,0,0,0
va.suffolk,0,0,0
va.emporia,0,0,0
va.fauquier,18.237114,22.659794,-4.42268
or.lane,9.971751,12.404897,-2.4331455
va.norton,0,0,0
va.dickenson,17.84,25.48,-7.6399994
va.arlington,21.248503,26.137724,-4.889221
va.james city,3.652661,4.2156863,-0.56302524
va.loudoun,24.718615,28.478355,-3.7597408
vt.windsor,4.65,6.6666665,-2.0166664
va.chesterfield,22.414164,26.096567,-3.6824036
oh.jackson,66.75,99.958336,-33.208336
ky.grant,37.92,65.52,-27.599998
oh.harrison,16.16,32.04,-15.880001
sc.georgetown,10.02349,10.936241,-0.9127512
sc.jasper,27.414635,28.878048,-1.4634132
sc.kershaw,26.46281,27.834711,-1.3719006
sc.lancaster,15.438735,18,-2.561265
oh.hancock,17.054726,25.731344,-8.676619
wa.snohomish,20.802895,27.545656,-6.7427616
sc.spartanburg,15.440084,17.851538,-2.4114532
sc.marlboro,16.98936,18.765957,-1.7765961
sc.clarendon,16.595505,18.134832,-1.5393276
sc.colleton,12.0992365,12.839695,-0.7404585
sc.anderson,12.149669,13.87947,-1.7298012
sc.lexington,22.823742,24.776978,-1.9532356
sc.laurens,36.30263,42.776318,-6.473686
sc.beaufort,23.676828,25.128048,-1.4512196
wa.lincoln,2.3529413,3.6117647,-1.2588234
va.harrisonburg,0,0,0
ut.weber,25.350584,35.27212,-9.921537
il.la salle,0,0,0
wa.grays harbor,8.642858,9.448052,-0.80519485
or.clackamas,14.061706,21.248638,-7.1869326
or.washington,14.6916,21.214039,-6.522439
wa.adams,25.578947,32.842106,-7.263159
wa.king,8.784841,12.205812,-3.4209719
id.idaho,22,29.121952,-7.121952
id.washington,33.88,44.88,-11
or.linn,19.887754,26.265306,-6.377552
ny.essex,8.9,11.125,-2.2250004
ny.fulton,10.027027,19.486486,-9.459459
ny.franklin,2.300578,3.8959537,-1.5953755
ny.genesee,11.083969,22.396946,-11.312977
ny.jefferson,2.5523255,5.5697675,-3.017442
ny.lewis,16.806452,29.032259,-12.225807
ny.niagara,8.632423,15.382023,-6.7495995
ny.oneida,5.825227,10.488871,-4.663644
ny.oswego,13.949368,26.322784,-12.373417
ny.otsego,3.4208333,5.0375,-1.6166666
sd.lincoln,50.211864,68.21186,-17.999996
ny.schenectady,6.265799,10.555762,-4.2899632
ky.fleming,8.807693,12.096154,-3.2884617
ny.tompkins,6.84434,9.783019,-2.9386792
ny.warren,1.7317073,1.9146341,-0.18292677
ky.harrison,9.213115,12.721312,-3.5081968
il.iroquois,23.761906,41,-17.238094
ky.trigg,19.52,24.16,-4.6399994
ny.albany,4.7445445,6.846598,-2.1020536
ky.leslie,14.48,21.36,-6.880001
ny.madison,10.960318,18,-7.0396824
il.hancock,61.5,97.333336,-35.833336
il.woodford,121.666664,191.83333,-70.166664
il.williamson,9.814385,13.635731,-3.8213453
md.st. mary's,27.073685,36.610527,-9.536842
nj.cape may,7.876033,10.822314,-2.9462814
il.jo daviess,48.16,67.64,-19.48
ky.wayne,36.84,52.08,-15.240002
ky.whitley,7.150183,8.813187,-1.6630034
ky.knox,56.8,63.36,-6.5600014
ky.laurel,19.12,23.84,-4.7199993
ky.lawrence,5.888889,9.222222,-3.3333335
md.howard,15.982788,20.07401,-4.091223
tx.brewster,29.24,63.56,-34.32
tx.yoakum,28.041666,36.916668,-8.875002
tx.coryell,109.72,132.8,-23.080002
tx.jones,17.747368,29.31579,-11.568422
tx.karnes,41.72,43.44,-1.7199974
tx.grimes,59.76,66.04,-6.2800026
il.ogle,209.75,300.0625,-90.3125
tx.matagorda,18.706667,21.253334,-2.546667
tx.fisher,13.571428,16.071428,-2.5
tx.lynn,17.708334,25.083334,-7.375
tx.throckmorton,1.8571428,2.142857,-0.28571427
tx.swisher,15.75,22.55,-6.799999
tx.culberson,16.785715,23.928572,-7.1428566
tx.upton,1.9318181,4.590909,-2.659091
ky.madison,36.26154,47.369232,-11.107693
ky.marshall,46.76,65.04,-18.280003
wv.grant,11.933333,24.088888,-12.155555
wv.mingo,14.236842,17.947369,-3.7105265
wv.mineral,69.92,155.92,-86
il.saline,13.357142,17.030613,-3.6734705
va.dinwiddie,5.7936506,6.34127,-0.54761934
vt.addison,8.64,10.4,-1.7599993
il.bond,8.48,11.78,-3.3000002
wi.calumet,182.28,216.32,-34.04001
il.shelby,52.433334,72.2,-19.766663
tx.val verde,37.458332,42.291668,-4.833336
ms.greene,116.71429,116.85714,-0.14285278
ms.newton,23.036364,25.981817,-2.9454536
mt.lincoln,34.96,52.12,-17.16
ms.attala,53.88,70.68,-16.8
ms.sunflower,14.642858,15.692857,-1.0499992
nc.bertie,166.83333,178.33333,-11.5
nc.chowan,7.764045,8.494382,-0.73033714
nc.durham,7.963485,9.071749,-1.108264
nc.gaston,24.781054,28.16842,-3.3873672
nc.wilson,14.302839,16.189274,-1.8864346
nc.yadkin,83.13636,103.045456,-19.909096
nc.transylvania,6.680851,7.574468,-0.89361715
nc.swain,6.0657897,7.131579,-1.0657892
nc.stokes,15,19.301075,-4.301075
nc.columbus,19.12987,25.642857,-6.512987
nd.mercer,73.23077,93.53846,-20.307693
nd.griggs,15.666667,24.833334,-9.166667
nd.barnes,46.64,76.04,-29.400002
nd.burleigh,25.396078,32.533333,-7.1372547
nd.cass,14.656894,19.393026,-4.7361326
nd.ramsey,52.44,72.84,-20.399998
nd.pierce,18,31.2,-13.200001
nd.ward,15.333966,23.149904,-7.815938
nd.cavalier,19.9,33.7,-13.800001
fl.taylor,17.947916,18.729166,-0.78125
fl.sumter,11.483776,11.952803,-0.46902657
fl.st. johns,29.677612,35.620895,-5.943283
fl.levy,38.55,44.275,-5.7250023
fl.alachua,7.8084984,8.4424925,-0.6339941
al.bibb,38.82857,46.74286,-7.9142876
az.yuma,0,0,0
al.winston,27.338984,32.64407,-5.305086
oh.belmont,8,13.553333,-5.5533333
oh.brown,1.7567861,2.9457111,-1.188925
al.crenshaw,8.182796,8.83871,-0.6559143
al.mobile,11.251426,12.497667,-1.2462416
oh.clinton,10.066667,14.345454,-4.2787876
al.russell,20.59322,21.940678,-1.3474579
tx.calhoun,41.88,45.04,-3.1599998
oh.fairfield,29.164705,43.9451,-14.780394
pr.caguas,8.388506,9.820689,-1.4321833
oh.fulton,16.470085,24.555555,-8.08547
nj.hunterdon,16.016304,21.891304,-5.875
oh.jefferson,4.1089287,8.125,-4.0160713
oh.knox,17.45045,31.55856,-14.1081085
oh.lake,17.351158,32.19608,-14.844921
nm.union,12.12,27.44,-15.320001
nm.socorro,31,48,-17
az.mohave,0,0,0
nm.lincoln,36.28,54.2,-17.920002
nm.luna,84.72,120.2,-35.479996
nm.cibola,47.4,79.28,-31.879997
nm.sandoval,23.324724,41.317345,-17.99262
pa.warren,2.455197,8.569893,-6.1146955
oh.sandusky,7.3850746,11.770149,-4.3850746
in.bartholomew,21.91414,37.39394,-15.479799
oh.scioto,6.7107625,9.782511,-3.0717483
nv.white pine,25.75,48.25,-22.5
ne.sarpy,64.52885,90.29327,-25.76442
ut.millard,15.486486,21.135136,-5.648649
ut.wasatch,138.47368,200.52632,-62.052643
in.miami,86.8,143.16,-56.36
in.montgomery,19.679611,33.737865,-14.058254
in.monroe,16.635,21.2475,-4.612499
in.wells,20.746836,33.468353,-12.721518
ak.anchorage,17.222124,24.899115,-7.6769905
in.orange,37.291668,49.625,-12.333332
ak.bethel,0,0,0
ms.winston,22.075758,29.454546,-7.378788
in.starke,23.301888,32.377357,-9.07547
in.knox,13.577143,20.617144,-7.040001
sd.douglas,29.90909,36.363636,-6.454546
in.whitley,62.466667,102.3,-39.833336
sd.edmunds,24,30,-6
va.giles,7.8,11.7,-3.8999996
pr.utuado,77.28571,99.42857,-22.14286
wv.wetzel,8.5,12.4827585,-3.9827585
md.carroll,9.498777,12.828851,-3.3300734
wv.barbour,7.5416665,11,-3.4583335
nc.alexander,77.6,105,-27.400002
sd.corson,35.416668,49.416668,-14
va.patrick,22.08,28,-5.92
wa.asotin,31.64,47.64,-16
va.new kent,4.072727,4.490909,-0.4181819
pa.beaver,13.921718,23.247475,-9.325757
de.new castle,11.888835,15.579403,-3.690568
pa.fulton,22.238094,43.57143,-21.333336
pa.washington,9.850498,15.970099,-6.1196012
pa.carbon,11.761291,21.006453,-9.245162
pa.lancaster,15.72817,23.71602,-7.98785
pa.northampton,30.468586,45.36911,-14.900524
nm.san juan,27.677902,42.925095,-15.247192
de.kent,22.694445,31.98611,-9.291666
wi.shawano,165.2,200.8,-35.600006
wi.saint croix,0,0,0
ak.juneau,0,0,0
ne.hall,26.830769,38.092308,-11.261539
la.saint bernard,0,0,0
ms.copiah,37.42,41.14,-3.7200012
mn.anoka,47.28022,74.17766,-26.897438
md.calvert,23.855263,27.657894,-3.8026314
il.st. clair,31.089605,42.666668,-11.577063
co.adams,22.81679,33.27315,-10.456362
ri.newport,12.775194,18.139534,-5.36434
sd.gregory,11.097561,14.707317,-3.6097565
ia.franklin,31.72,47.84,-16.12
ri.kent,20.451254,33.231197,-12.779943
ga.appling,28.469387,30.44898,-1.9795933
ia.carroll,18.215517,23.284483,-5.068966
ga.effingham,93.32,101.64,-8.32
va.bedford city,0,0,0
wi.dodge,40.285713,55.07347,-14.787758
wi.pepin,22.08,35.92,-13.839998
al.chilton,96.42308,99.30769,-2.884613
gu.guam,0,0,0
mt.silver bow,12.436893,22.718447,-10.281553
oh.tuscarawas,24.065657,40.727272,-16.661615
la.evangeline,8.788,12.068,-3.2799997
or.curry,7.5,11.833333,-4.333333
wv.brooke,3.857143,6.7016807,-2.8445377
id.twin falls,29.039526,37.4585,-8.418974
vt.washington,4.035,8.51,-4.4750004
az.apache,0,0,0
ne.johnson,21.055555,31.5,-10.444445
tx.randall,3118.75,4384.25,-1265.5
ga.irwin,14.676471,15.058824,-0.38235283
ia.linn,15.008841,22.961689,-7.9528484
ms.hinds,4.255144,5.00636,-0.75121593
la.bienville,44.190475,49.761906,-5.57143
ar.miller,37.225807,45.16129,-7.935482
ms.warren,5.1136365,5.573232,-0.45959568
va.lynchburg,0,0,0
pa.cambria,10.781145,22.272728,-11.491583
la.st. bernard,49.925,55.575,-5.6500015
mi.genesee,15.378957,23.49444,-8.115483
oh.ashtabula,7.179487,13.449883,-6.270396
ms.forrest,7.924771,8.594496,-0.66972494
il.hamilton,18.12,29.32,-11.199999
il.tazewell,55.066666,86.2,-31.133331
il.randolph,14.189474,19.273684,-5.0842094
il.mcdonough,18.242105,25.905264,-7.6631584
ok.garvin,19.633333,29,-9.366667
sd.spink,25.48,33.68,-8.200001
sd.beadle,96.16,129.76,-33.59999
il.franklin,99.4,136.24,-36.840004
il.clay,58.666668,91.888885,-33.222218
il.lawrence,53.52,102.2,-48.679996
il.macoupin,53.58,88.52,-34.939995
ak.wrangell-petersburg,0,0,0
tn.macon,81.12,95.68,-14.559998
tn.shelby,9.732335,11.414095,-1.6817598
tn.perry,10.886792,13.3396225,-2.4528303
